branch,parent_asset,local_step,global_task_id,suite,suite_task_id,teacher_demo,query_demo,query_fraction,query_position,noise_seed,full_mse,first5_mse,first5_time_mse,first5_dimension_mse,tau1_first5_mse,tau1_first5_time_mse,tau1_first5_dimension_mse,inference_first5_mse,inference_first5_actions,target_first5_actions,inference_first5_time_mse,inference_first5_dimension_mse,parent_full_mse,parent_tau1_first5_mse,parent_inference_first5_mse,action_delta_mse_vs_parent
N-H,N1800,36,15,libero_object,5,46,47,0.25,31,2026092101,0.11650761216878891,0.08795143663883209,"[0.08204849064350128,0.08934005349874496,0.09229297190904617,0.08736299723386765,0.08871268481016159]","[0.0067603811621665955,0.005049029365181923,0.004707154352217913,0.0024128463119268417,0.030411241576075554,0.5643291473388672,0.0019902000203728676]",0.052929919213056564,"[0.04679000750184059,0.05098751559853554,0.05327480658888817,0.04915577545762062,0.0644415020942688]","[0.005528613924980164,0.009094770066440105,0.0014999319100752473,0.0018711123848333955,0.01754680834710598,0.33475396037101746,0.00021423054568003863]",0.03845816105604172,"[[[-0.1223943680524826,0.016418002545833588,-0.5525722503662109,-0.08351212739944458,-0.3205191493034363,-0.6378298997879028,-1.019815444946289],[-0.1331194043159485,0.033180803060531616,-0.57337886095047,-0.08277178555727005,-0.35019633173942566,-0.6470077633857727,-1.0053510665893555],[-0.15421614050865173,0.0322832353413105,-0.5837463140487671,-0.06796672195196152,-0.36074385046958923,-0.6482924222946167,-1.003962755203247],[-0.13265416026115417,0.026795417070388794,-0.5824377536773682,-0.06089804321527481,-0.3625851273536682,-0.6543644070625305,-1.007980227470398],[-0.152873232960701,0.030266597867012024,-0.6037067770957947,-0.05081100016832352,-0.35965535044670105,-0.6497181057929993,-1.0078134536743164]]]","[[[-0.1285719871520996,-0.07788211107254028,-0.6075583696365356,-0.2121238112449646,-0.2218867540359497,-1.109734296798706,-1.0],[-0.1285719871520996,-0.07476687431335449,-0.6453490257263184,-0.20538973808288574,-0.20972871780395508,-1.1274334192276,-1.0],[-0.1285719871520996,-0.09345841407775879,-0.6569769382476807,-0.18518781661987305,-0.20364969968795776,-1.1168140172958374,-1.0],[-0.16071486473083496,-0.1059194803237915,-0.668604850769043,-0.15825188159942627,-0.17325466871261597,-1.0955750942230225,-1.0],[-0.23571473360061646,-0.1059194803237915,-0.6860466599464417,-0.15825188159942627,-0.1793336272239685,-1.0743361711502075,-1.0]]]","[0.037329982966184616,0.04035097360610962,0.03996841236948967,0.037982821464538574,0.03665860742330551]","[0.0016733164666220546,0.014503213576972485,0.005554105620831251,0.013267645612359047,0.024500003084540367,0.20959649980068207,0.00011234464909648523]",0.10683762282133102,0.07715869694948196,0.04916059970855713,0.0011640036245808005
N-H,N1800,36,17,libero_object,7,46,47,0.25,34,2026092101,0.09262078255414963,0.08428889513015747,"[0.11540001630783081,0.09936496615409851,0.0770443007349968,0.07160186767578125,0.05803333967924118]","[0.049730829894542694,0.07161223143339157,0.020934784784913063,0.013031698763370514,0.1918094903230667,0.24248042702674866,0.00042282516369596124]",0.039969589561223984,"[0.052221693098545074,0.04498479142785072,0.03491342067718506,0.0348479226231575,0.03288013115525246]","[0.01422313041985035,0.027125537395477295,0.0012521891621872783,0.0023012689780443907,0.08230891078710556,0.128339946269989,0.02423613891005516]",0.05358890816569328,"[[[-0.5312585234642029,-0.043072283267974854,-0.6851397156715393,-0.16901782155036926,-0.15511870384216309,-0.016033075749874115,-1.0215380191802979],[-0.511114239692688,-0.01986023038625717,-0.6564921140670776,-0.18471820652484894,-0.16366998851299286,-0.016308745369315147,-1.0022209882736206],[-0.4793178141117096,-0.008055590093135834,-0.610202968120575,-0.19507044553756714,-0.1537465751171112,-0.0048897117376327515,-0.9998091459274292],[-0.40097731351852417,-0.008992969989776611,-0.5442538857460022,-0.2026447206735611,-0.1340334117412567,-0.026144638657569885,-1.0058168172836304],[-0.3786015510559082,0.0014919042587280273,-0.4957335889339447,-0.2285199761390686,-0.11471311748027802,-0.020934777334332466,-1.0067298412322998]]]","[[[-0.7642858624458313,-0.31775736808776855,-0.7761629819869995,-0.07744407653808594,-0.5197582244873047,0.36636924743652344,-1.0],[-0.7500001788139343,-0.30218106508255005,-0.7703490257263184,-0.1178479790687561,-0.4832841753959656,0.36636924743652344,-1.0],[-0.7214287519454956,-0.23987573385238647,-0.738372266292572,-0.20538973808288574,-0.4285730719566345,0.36636924743652344,-1.0],[-0.6821430921554565,-0.19626212120056152,-0.7267443537712097,-0.2659956216812134,-0.3920990228652954,0.36636924743652344,-1.0],[-0.6464288234710693,-0.13084155321121216,-0.7005815505981445,-0.2659956216812134,-0.33130890130996704,0.3699091672897339,-1.0]]]","[0.06086886301636696,0.057543884962797165,0.04889357462525368,0.053162697702646255,0.04747553542256355]","[0.06415431946516037,0.05229587480425835,0.022588292136788368,0.003676325548440218,0.08483127504587173,0.14746668934822083,0.00010959633073071018]",0.09364286065101624,0.04809262603521347,0.05526198074221611,0.0006057096761651337
N-H,N1800,36,19,libero_object,9,46,47,0.25,33,2026092101,0.04890285059809685,0.0030773081816732883,"[0.009252384305000305,0.0026677954010665417,0.0013161051319912076,0.0008528307662345469,0.0012974254786968231]","[0.008415717631578445,0.0032306131906807423,0.0011183422757312655,0.0035208675544708967,0.003690543118864298,0.0012833955697715282,0.00028167766868136823]",0.001551468507386744,"[0.0010687070898711681,0.0012540094321593642,0.002760964911431074,0.0008462914847768843,0.001827369211241603]","[0.004867407958954573,0.0005600808071903884,0.0008494213107042015,0.0007674870430491865,0.0016042677452787757,0.0020479175727814436,0.00016369693912565708]",0.003848000429570675,"[[[-0.16411319375038147,0.013088054955005646,-0.6411212682723999,-0.09924276173114777,-0.10957649350166321,-0.17228975892066956,-1.0123646259307861],[-0.1696908324956894,0.0346403568983078,-0.6508896946907043,-0.10550884902477264,-0.12258382141590118,-0.17471441626548767,-0.9983766078948975],[-0.18322613835334778,0.03832419589161873,-0.6526481509208679,-0.10048086196184158,-0.1251644492149353,-0.1626996397972107,-1.0008445978164673],[-0.15793347358703613,0.028216026723384857,-0.6409514546394348,-0.0918198972940445,-0.12397389113903046,-0.17548784613609314,-1.0075277090072632],[-0.19095143675804138,0.03562048822641373,-0.6565781235694885,-0.10120154172182083,-0.1192530170083046,-0.16780273616313934,-1.005789041519165]]]","[[[-0.1285719871520996,0.02180635929107666,-0.7209303975105286,-0.2188577651977539,-0.1793336272239685,-0.17168277502059937,-1.0],[-0.1285719871520996,0.02180635929107666,-0.758721113204956,-0.19192183017730713,-0.1793336272239685,-0.16460317373275757,-1.0],[-0.14285767078399658,0.018691062927246094,-0.7732559442520142,-0.14478391408920288,-0.17325466871261597,-0.15752357244491577,-1.0],[-0.21071475744247437,0.02180635929107666,-0.7761629819869995,-0.16498583555221558,-0.16717565059661865,-0.1362847089767456,-1.0],[-0.2785719037055969,0.02180635929107666,-0.7645350694656372,-0.19865578413009644,-0.10030657052993774,-0.11150598526000977,-1.0]]]","[0.0038622491993010044,0.003467957489192486,0.002980607096105814,0.004274615086615086,0.004654573742300272]","[0.003009352134540677,0.0001716188562568277,0.0124960420653224,0.00771765923127532,0.0025249256286770105,0.0009671215084381402,4.928242560708895e-05]",0.041128113865852356,0.0010976725025102496,0.0032472671009600163,0.00021364871645346284
N-H,N1800,36,20,libero_goal,0,46,47,0.25,31,2026092101,0.048631224781274796,0.03281585872173309,"[0.01570163108408451,0.018335377797484398,0.030282458290457726,0.04453808814287186,0.05522174760699272]","[0.013190492987632751,0.0016161296516656876,0.013522165827453136,0.0433625727891922,0.15511418879032135,0.001621966832317412,0.0012834941735491157]",0.026173721998929977,"[0.012253877706825733,0.014097584411501884,0.02363230101764202,0.03673207759857178,0.044152773916721344]","[0.014158951118588448,0.0026253224350512028,0.002239248249679804,0.05610240623354912,0.09063373506069183,0.016727983951568604,0.0007284096209332347]",0.024602623656392097,"[[[0.006059315055608749,0.0351286381483078,-0.16671940684318542,-0.9280729293823242,0.5276312828063965,0.7314608097076416,-1.023178219795227],[0.03358137235045433,0.044127218425273895,-0.16271381080150604,-0.9231687188148499,0.5466474294662476,0.7059252858161926,-1.009683609008789],[0.05856513977050781,0.03809936344623566,-0.1499219387769699,-0.9140563607215881,0.5854839086532593,0.6934868693351746,-1.007994532585144],[0.11923730373382568,0.020451080054044724,-0.13095316290855408,-0.8888295888900757,0.6181545257568359,0.6633379459381104,-1.012087345123291],[0.1358155459165573,0.015971824526786804,-0.12943245470523834,-0.8814647197723389,0.6619179248809814,0.6456601619720459,-1.0145518779754639]]]","[[[0.07499933242797852,0.02180635929107666,-0.2034887671470642,-0.8922562599182129,0.7629129886627197,0.7734483480453491,-1.0],[0.07499933242797852,0.02180635929107666,-0.2151166796684265,-0.8855222463607788,0.8601770401000977,0.7592891454696655,-1.0],[0.07499933242797852,0.02180635929107666,-0.2296515703201294,-0.8720543384552002,0.9635201692581177,0.738050103187561,-1.0],[0.06785643100738525,0.02180635929107666,-0.2500004172325134,-0.8653203248977661,1.0729424953460693,0.7238909006118774,-1.0],[0.0642850399017334,0.02180635929107666,-0.2674422860145569,-0.8518523573875427,1.188443660736084,0.7097315788269043,-1.0]]]","[0.009317528456449509,0.015374181792140007,0.021945394575595856,0.03257308900356293,0.043802931904792786]","[0.002898972714319825,0.00019540889479685575,0.008734764531254768,0.001178767648525536,0.1561262458562851,0.002873668447136879,0.00021055513934697956]",0.05331915616989136,0.029209565371274948,0.04122110828757286,0.003008894622325897
N-H,N1800,36,21,libero_goal,1,46,47,0.25,28,2026092101,0.08139926940202713,0.06450925767421722,"[0.07795339822769165,0.06548283994197845,0.05565584823489189,0.0662303939461708,0.057223789393901825]","[0.21731439232826233,0.009775443002581596,0.0008202599710784853,0.13243651390075684,0.06288742274045944,0.028071293607354164,0.0002594600082375109]",0.031326260417699814,"[0.031660422682762146,0.032690610736608505,0.02809215523302555,0.033569931983947754,0.03061819262802601]","[0.07155632227659225,0.013031273148953915,0.0008601617882959545,0.09571360796689987,0.01783556304872036,0.019696565344929695,0.0005903333658352494]",0.03889530152082443,"[[[-0.37203460931777954,-0.030985042452812195,-0.9999809265136719,-0.11794847249984741,-0.303562194108963,-0.09966728091239929,-1.023681402206421],[-0.40597352385520935,-0.0122336745262146,-0.9868764877319336,-0.12136887013912201,-0.3120613694190979,-0.1003158688545227,-1.0008738040924072],[-0.4440245032310486,-0.014247674494981766,-0.9747382998466492,-0.11055067181587219,-0.30074048042297363,-0.09322793781757355,-0.995290994644165],[-0.439431756734848,-0.02851622924208641,-0.9489086270332336,-0.09319989383220673,-0.2862311601638794,-0.11761122196912766,-1.0040929317474365],[-0.4906052350997925,-0.024480920284986496,-0.9299079179763794,-0.10579602420330048,-0.2570570111274719,-0.1156647577881813,-1.006787896156311]]]","[[[-0.7357144355773926,-0.11838054656982422,-1.034883737564087,0.010097742080688477,-0.11246448755264282,0.09380340576171875,-1.0],[-0.7571430206298828,-0.14953315258026123,-1.034883737564087,0.043767690658569336,-0.10638552904129028,0.10796260833740234,-1.0],[-0.7642858624458313,-0.1682247519493103,-1.034883737564087,0.0572357177734375,-0.08814853429794312,0.11504232883453369,-1.0],[-0.8142858743667603,-0.19626212120056152,-1.034883737564087,0.08417153358459473,-0.06991147994995117,0.11858212947845459,-1.0],[-0.8678572177886963,-0.22429949045181274,-1.034883737564087,0.07743752002716064,-0.06991147994995117,0.11504232883453369,-1.0]]]","[0.033146440982818604,0.03677560016512871,0.03523429483175278,0.04430070146918297,0.04501946642994881]","[0.12819701433181763,0.02365284040570259,0.005110403522849083,0.027370670810341835,0.04116677865386009,0.04664007946848869,0.00012931493984069675]",0.074863500893116,0.03583149239420891,0.04052182286977768,0.000688668864313513
N-H,N1800,36,22,libero_goal,2,46,47,0.25,26,2026092101,0.049884725362062454,0.1898413598537445,"[0.022282352671027184,0.2110021561384201,0.6788665056228638,0.02698252722620964,0.010073340497910976]","[0.037286993116140366,0.004731939639896154,0.0024047771003097296,0.004816416185349226,0.0534149594604969,0.0005545375752262771,1.225679874420166]",0.07291941344738007,"[0.026735706254839897,0.048072539269924164,0.12222297489643097,0.10718686133623123,0.06037897244095802]","[0.04466453567147255,0.0012841325951740146,0.010987251065671444,0.0007200156687758863,0.03293740376830101,0.004069966729730368,0.41577252745628357]",0.23970317840576172,"[[[-0.7482145428657532,-0.057083822786808014,-0.6310997009277344,-0.17929816246032715,-0.1581750363111496,-0.09010139107704163,-1.0075503587722778],[-0.6676577925682068,-0.03176046907901764,-0.5804288387298584,-0.17404872179031372,-0.13196489214897156,-0.07715119421482086,1.0119309425354004],[-0.5595126152038574,-0.010638538748025894,-0.4900769293308258,-0.17870455980300903,-0.11070916801691055,-0.07613219320774078,1.0167616605758667],[-0.4074588716030121,-0.00534859299659729,-0.37954992055892944,-0.18524779379367828,-0.0932273268699646,-0.10918708890676498,1.0007073879241943],[-0.3274945318698883,0.008431985974311829,-0.2963410019874573,-0.21698936820030212,-0.08471925556659698,-0.11379458755254745,1.0073469877243042]]]","[[[-0.6321431398391724,0.0031147003173828125,-0.6395350694656372,-0.2659956216812134,-0.33738791942596436,-0.040709614753723145,-1.0],[-0.5642859935760498,-0.003115832805633545,-0.5988373756408691,-0.2659956216812134,-0.30699288845062256,-0.040709614753723145,-1.0],[-0.5142860412597656,-0.01869213581085205,-0.5639537572860718,-0.2659956216812134,-0.2826768159866333,-0.040709614753723145,-1.0],[-0.46428608894348145,-0.03426837921142578,-0.5145351886749268,-0.2659956216812134,-0.2583608031272888,-0.040709614753723145,0.9999990463256836],[-0.41071468591690063,-0.04984474182128906,-0.4593026041984558,-0.2659956216812134,-0.19149166345596313,-0.040709614753723145,0.9999990463256836]]]","[0.008471122942864895,0.5857326984405518,0.5876204967498779,0.008680807426571846,0.00801080372184515]","[0.007271734066307545,0.0017483538249507546,0.010129064321517944,0.006502446718513966,0.026198869571089745,0.00301057449541986,1.623061180114746]",0.04328099638223648,0.0808296650648117,0.12102703750133514,0.114866241812706
N-H,N1800,36,25,libero_goal,5,46,47,0.25,35,2026092101,0.027400288730859756,0.019029980525374413,"[0.006302919704467058,0.011833561584353447,0.017298739403486252,0.026776093989610672,0.03293858841061592]","[0.026494884863495827,0.021793512627482414,0.007297443691641092,0.033915456384420395,0.03923052176833153,0.002308308845385909,0.0021697350312024355]",0.007077790331095457,"[0.0016656439984217286,0.0028841278981417418,0.006010945420712233,0.010604356415569782,0.014223878271877766]","[0.011406770907342434,0.0031660047825425863,0.002231133868917823,0.00729621946811676,0.024287013337016106,0.00026412663282826543,0.0008932634373195469]",0.016524573788046837,"[[[-0.13230949640274048,-0.04349558800458908,-0.7385942935943604,-0.013143647462129593,-0.42601248621940613,-0.07142752408981323,-1.0144245624542236],[-0.12474778294563293,-0.0179501473903656,-0.7404469847679138,-0.009687766432762146,-0.44927048683166504,-0.07430976629257202,-0.9997377395629883],[-0.12486666440963745,-0.009024761617183685,-0.7361505031585693,0.009484597481787205,-0.45304369926452637,-0.06807822734117508,-0.997538685798645],[-0.09534430503845215,-0.01682804524898529,-0.7173155546188354,0.029370635747909546,-0.4408974051475525,-0.09222093969583511,-1.001815915107727],[-0.11799751222133636,-0.0026318877935409546,-0.7158594131469727,0.028268963098526,-0.4127516746520996,-0.09084725379943848,-1.003962755203247]]]","[[[-0.110714852809906,-0.1059194803237915,-0.758721113204956,-0.24579370021820068,-0.3799409866333008,-0.040709614753723145,-1.0],[-0.07142913341522217,-0.05919051170349121,-0.7296513319015503,-0.2659956216812134,-0.3495458960533142,-0.040709614753723145,-1.0],[-0.010714948177337646,-0.028037965297698975,-0.697674572467804,-0.2659956216812134,-0.30699288845062256,-0.040709614753723145,-1.0],[0.03214216232299805,-5.364418029785156e-07,-0.668604850769043,-0.2659956216812134,-0.2462027668952942,-0.040709614753723145,-1.0],[0.042856454849243164,0.0031147003173828125,-0.6627908945083618,-0.2659956216812134,-0.17325466871261597,-0.040709614753723145,-1.0]]]","[0.008881207555532455,0.01163256261497736,0.016121115535497665,0.020958948880434036,0.025029035285115242]","[0.011693323962390423,0.0012550399405881763,0.0014382066437974572,0.07390840351581573,0.025732649490237236,0.00159776012878865,4.66391647933051e-05]",0.03457384184002876,0.008565781638026237,0.016649426892399788,0.0005992006044834852
N-H,N1800,36,28,libero_goal,8,46,47,0.25,23,2026092101,0.07805311679840088,0.04607415199279785,"[0.04535124450922012,0.04155438765883446,0.04013330489397049,0.05728177726268768,0.0460500568151474]","[0.20058703422546387,0.03988988324999809,0.03829921409487724,0.0008947757887654006,0.027166662737727165,0.015510625205934048,0.00017087221203837544]",0.01981833577156067,"[0.01723148301243782,0.020352235063910484,0.017267420887947083,0.024335162714123726,0.01990538276731968]","[0.0758790671825409,0.021475899964571,0.019934816285967827,0.0008720457553863525,0.017544586211442947,0.0028866927605122328,0.00013524376845452935]",0.02542346529662609,"[[[-0.4694247245788574,-0.03207561373710632,-0.9104360342025757,-0.18570061028003693,-0.21794134378433228,-0.13975319266319275,-1.0223214626312256],[-0.4828330874443054,-0.013242118060588837,-0.886366069316864,-0.1970406323671341,-0.23174871504306793,-0.14123466610908508,-0.996216356754303],[-0.49429166316986084,-0.010606445372104645,-0.8543609380722046,-0.20305505394935608,-0.22448515892028809,-0.13443681597709656,-0.9897209405899048],[-0.46575722098350525,-0.021828580647706985,-0.809390664100647,-0.20336772501468658,-0.21318915486335754,-0.1559346318244934,-0.9980862140655518],[-0.48600220680236816,-0.01306859776377678,-0.7748490571975708,-0.2231917381286621,-0.1972607523202896,-0.15497061610221863,-0.994900107383728]]]","[[[-0.7321430444717407,-0.08099734783172607,-1.034883737564087,-0.2659956216812134,-0.3860200047492981,-0.15752357244491577,-1.0],[-0.7607144117355347,-0.07476687431335449,-1.034883737564087,-0.2659956216812134,-0.3860200047492981,-0.15752357244491577,-1.0],[-0.7857143878936768,-0.11526530981063843,-1.034883737564087,-0.2659956216812134,-0.36778295040130615,-0.16460317373275757,-1.0],[-0.8142858743667603,-0.24610626697540283,-1.034883737564087,-0.2659956216812134,-0.3556249737739563,-0.18938195705413818,-1.0],[-0.7178573608398438,-0.33644890785217285,-1.034883737564087,-0.2659956216812134,-0.24012374877929688,-0.21770048141479492,-1.0]]]","[0.017487606033682823,0.018842129036784172,0.021997230127453804,0.03542177751660347,0.03336859121918678]","[0.08127903938293457,0.034401487559080124,0.03771967813372612,0.004183604381978512,0.018941905349493027,0.001308976672589779,0.0001295788533752784]",0.06907713413238525,0.025140084326267242,0.028362145647406578,0.0004548576835077256
N-H,N1800,36,29,libero_goal,9,46,47,0.25,48,2026092101,0.05641051009297371,0.06320621818304062,"[0.10487100481987,0.08661576360464096,0.062469784170389175,0.03761054575443268,0.02446400746703148]","[0.013399056158959866,0.050469547510147095,0.0053100488148629665,0.23255009949207306,0.006619078107178211,0.1336795836687088,0.000416121183661744]",0.05807254835963249,"[0.0823497325181961,0.07509129494428635,0.06307101994752884,0.03708360344171524,0.032767124474048615]","[0.002242095535621047,0.024421900510787964,0.0026585839223116636,0.23971281945705414,0.0043426877819001675,0.13298287987709045,0.00014690397074446082]",0.024293527007102966,"[[[-0.04420751705765724,-0.299617737531662,-0.30285656452178955,-0.1736772358417511,-0.17474058270454407,-0.003043784759938717,-1.0092980861663818],[-0.018353702500462532,-0.2805835008621216,-0.29475224018096924,-0.16409079730510712,-0.20224280655384064,-0.011555692180991173,-0.9938593506813049],[0.005954131484031677,-0.2771637439727783,-0.27765530347824097,-0.1438557207584381,-0.22867685556411743,-0.020759224891662598,-0.9945089221000671],[0.06578907370567322,-0.27032557129859924,-0.2541678845882416,-0.1192154809832573,-0.253297358751297,-0.04523972421884537,-0.9956088066101074],[0.08448692411184311,-0.26555097103118896,-0.23954951763153076,-0.10951555520296097,-0.27016541361808777,-0.04754255712032318,-0.9961060881614685]]]","[[[-0.0928577184677124,-0.6074768304824829,-0.3343026638031006,0.15824544429779053,-0.015200436115264893,0.09380340576171875,-1.0],[-0.1285719871520996,-0.5669784545898438,-0.31104689836502075,0.15824544429779053,-0.0395163893699646,0.015927433967590332,-1.0],[-0.1285719871520996,-0.5233647227287292,-0.29941898584365845,0.11784148216247559,-0.051674485206604004,-0.019470691680908203,-1.0],[-0.1285719871520996,-0.4236763119697571,-0.2790701985359192,0.010097742080688477,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.1285719871520996,-0.3239879012107849,-0.26162832975387573,-0.08417803049087524,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.034746356308460236,0.032229892909526825,0.025576133280992508,0.016043556854128838,0.012871705926954746]","[0.023156503215432167,0.05286910757422447,0.0005671260296367109,0.05998453125357628,0.0313989631831646,0.002040714491158724,3.775181176024489e-05]",0.04662676155567169,0.04084663465619087,0.03920451179146767,0.008591551333665848
N-H,N1800,36,32,libero_10,2,46,47,0.25,64,2026092101,0.07966513186693192,0.053198304027318954,"[0.13278168439865112,0.033030763268470764,0.03004646860063076,0.03838077932596207,0.0317518375813961]","[0.01573280803859234,0.07892807573080063,0.021763086318969727,0.034724947065114975,0.06341109424829483,0.0005218553706072271,0.1573062688112259]",0.038855165243148804,"[0.05867721512913704,0.04162802919745445,0.03421712666749954,0.03203543275594711,0.02771802991628647]","[0.014876923523843288,0.039003342390060425,0.019703032448887825,0.017434874549508095,0.03949129581451416,0.0003701243258547038,0.14110656082630157]",0.14220918715000153,"[[[-0.20024436712265015,0.040426433086395264,-0.27560797333717346,-0.26012420654296875,-0.06128135696053505,-0.08029044419527054,-0.9989205598831177],[-0.1655445098876953,0.04336255043745041,-0.21753942966461182,-0.2671116590499878,-0.04181965813040733,-0.07905074954032898,1.0023601055145264],[-0.14887598156929016,0.04292389005422592,-0.14938373863697052,-0.2668626010417938,-0.015186578035354614,-0.06817788630723953,1.0087865591049194],[-0.11103236675262451,0.03787565603852272,-0.0826973095536232,-0.26842063665390015,0.0013295114040374756,-0.085914745926857,1.0060219764709473],[-0.11274304986000061,0.041199736297130585,-0.05029657483100891,-0.28488755226135254,0.030568692833185196,-0.07899878919124603,1.0147264003753662]]]","[[[-0.1285719871520996,0.24922049045562744,-0.09593069553375244,-0.40740931034088135,0.13069581985473633,-0.040709614753723145,0.9999990463256836],[-0.1285719871520996,0.24299001693725586,-0.04651212692260742,-0.4410792589187622,0.20364391803741455,-0.040709614753723145,0.9999990463256836],[-0.10357201099395752,0.23675942420959473,-0.017442405223846436,-0.4612812399864197,0.3069871664047241,-0.040709614753723145,0.9999990463256836],[-0.060714900493621826,0.22741377353668213,-0.017442405223846436,-0.4814831614494324,0.392093300819397,-0.040709614753723145,0.9999990463256836],[-0.046429216861724854,0.2024916410446167,-0.017442405223846436,-0.49495112895965576,0.4285672903060913,-0.040709614753723145,0.9999990463256836]]]","[0.590972900390625,0.0232087355107069,0.028494205325841904,0.03469807654619217,0.03367207944393158]","[0.0030971437226980925,0.03659161552786827,0.016856074333190918,0.035855717957019806,0.10240055620670319,0.0014601510483771563,0.799203097820282]",0.07773856818675995,0.03840460628271103,0.14049643278121948,0.00039574256516061723
N-H,N1800,36,34,libero_10,4,46,47,0.25,68,2026092101,0.1280389428138733,0.05634765699505806,"[0.03225431218743324,0.04952118173241615,0.06178231164813042,0.07577638328075409,0.06240411475300789]","[0.23430557548999786,0.03944357857108116,0.004827712196856737,0.10422831028699875,0.008781515061855316,0.0023717181757092476,0.0004751919477712363]",0.03726726770401001,"[0.025075074285268784,0.03408472612500191,0.040626127272844315,0.04760554060339928,0.03894488513469696]","[0.1315273493528366,0.040211331099271774,0.0009321647812612355,0.06664502620697021,0.02088126912713051,0.0006009090575389564,7.283159357029945e-05]",0.04260258376598358,"[[[0.7754203081130981,-0.5510664582252502,0.009417549706995487,-0.08288665115833282,-0.21491874754428864,-0.2417307049036026,1.0105105638504028],[0.7717183232307434,-0.5001999139785767,-0.013729296624660492,-0.06584709137678146,-0.2161795049905777,-0.2523633539676666,1.0115714073181152],[0.7580707669258118,-0.46931400895118713,-0.03024905174970627,-0.039921749383211136,-0.21046943962574005,-0.25798359513282776,1.0092666149139404],[0.7563681602478027,-0.4377758204936981,-0.045358650386333466,-0.019785791635513306,-0.20854255557060242,-0.27155157923698425,1.0065865516662598],[0.7195877432823181,-0.4143325984477997,-0.0706997662782669,0.006216876208782196,-0.1940576136112213,-0.27765166759490967,1.0088757276535034]]]","[[[0.4535706043243408,-0.6542057991027832,-0.017442405223846436,-0.09091198444366455,-0.30699288845062256,-0.040709614753723145,0.9999990463256836],[0.37142765522003174,-0.7009347081184387,-0.017442405223846436,0.0033638477325439453,-0.24012374877929688,-0.040709614753723145,0.9999990463256836],[0.31428492069244385,-0.7102804780006409,-0.08430278301239014,0.09090554714202881,-0.20364969968795776,-0.040709614753723145,0.9999990463256836],[0.26428496837615967,-0.6915888786315918,-0.13372141122817993,0.11784148216247559,-0.1854127049446106,-0.040709614753723145,0.9999990463256836],[0.23928487300872803,-0.6510905027389526,-0.17151212692260742,0.11784148216247559,-0.16109663248062134,-0.040709614753723145,0.9999990463256836]]]","[0.02342977747321129,0.035833653062582016,0.04605552926659584,0.05531180277466774,0.05238215997815132]","[0.18672049045562744,0.04589448124170303,0.004325632005929947,0.01067433226853609,0.0021437800023704767,0.04836886376142502,9.049801155924797e-05]",0.12785065174102783,0.03543825075030327,0.045483678579330444,0.0003569883992895484
N-H,N1800,36,35,libero_10,5,46,47,0.25,41,2026092101,0.07749130576848984,0.025925731286406517,"[0.019430525600910187,0.023952025920152664,0.028447527438402176,0.026913300156593323,0.03088528849184513]","[0.10472704470157623,0.003586459904909134,0.0001960678055183962,0.012846036814153194,0.05304887518286705,0.007046644575893879,2.9001732400502078e-05]",0.01399550773203373,"[0.012403642758727074,0.011473173275589943,0.014114560559391975,0.015409340150654316,0.016576822847127914]","[0.07489190250635147,0.0013165440177544951,0.0002887538284994662,0.0026551398914307356,0.016539055854082108,0.0020801329519599676,0.00019702811550814658]",0.014699704013764858,"[[[-0.29769009351730347,0.015230268239974976,-0.6242596507072449,-0.09814716875553131,-0.08144625276327133,-0.26633015275001526,-1.0210531949996948],[-0.29073163866996765,0.030654676258563995,-0.6190590262413025,-0.09504126012325287,-0.09003254026174545,-0.2630085051059723,-1.0012013912200928],[-0.2873539328575134,0.029855314642190933,-0.6054526567459106,-0.08059094101190567,-0.08783198893070221,-0.24855466187000275,-0.9988966584205627],[-0.2520032823085785,0.01974118873476982,-0.5852716565132141,-0.06252939999103546,-0.08705788850784302,-0.25750672817230225,-1.0104297399520874],[-0.2637612819671631,0.02684381976723671,-0.5747489333152771,-0.06691620498895645,-0.08657979965209961,-0.24243874847888947,-1.0021551847457886]]]","[[[-0.1285719871520996,-0.06230580806732178,-0.6540700197219849,-0.2659956216812134,0.047616004943847656,-0.15870356559753418,-1.0],[-0.1285719871520996,-0.04984474182128906,-0.6656979322433472,-0.2659956216812134,0.03545808792114258,-0.13038498163223267,-1.0],[-0.1285719871520996,-0.021807432174682617,-0.659883975982666,-0.2659956216812134,0.03951060771942139,-0.10914605855941772,-1.0],[-0.1285719871520996,-0.03426837921142578,-0.6511629819869995,-0.2659956216812134,0.051668763160705566,-0.09262692928314209,-1.0],[-0.14285767078399658,-0.05607527494430542,-0.6482560634613037,-0.2659956216812134,0.059774041175842285,-0.08318740129470825,-1.0]]]","[0.01319404598325491,0.01393069140613079,0.014410076662898064,0.015775958076119423,0.016187753528356552]","[0.02199227176606655,0.004990729968994856,0.0031543157529085875,0.034560900181531906,0.017857125028967857,0.020230716094374657,0.00011186440679011866]",0.08346766233444214,0.012317359447479248,0.013006751425564289,0.00027042499277740717
