asset,global_task_id,suite,suite_task_id,teacher_demo,query_demo,query_fraction,query_position,noise_seed,full_mse,first5_mse,first5_time_mse,first5_dimension_mse,tau1_first5_mse,tau1_first5_time_mse,tau1_first5_dimension_mse,inference_first5_mse,inference_first5_actions,target_first5_actions,inference_first5_time_mse,inference_first5_dimension_mse,action_delta_mse_vs_source,action_delta_time_mse_vs_source,action_delta_dimension_mse_vs_source
N1000,2,libero_spatial,2,46,47,0.75,86,2026092102,0.1002420037984848,0.023392124101519585,"[0.01845003105700016,0.02195063605904579,0.02765517681837082,0.025476885959506035,0.023427898064255714]","[0.005271706730127335,0.0011050862958654761,0.010531446896493435,0.019228313118219376,0.12526491284370422,0.0017989370971918106,0.0005444642156362534]",0.019477615132927895,"[0.014604264870285988,0.017217744141817093,0.023042237386107445,0.02172151580452919,0.020802313461899757]","[0.002803131239488721,0.001173672266304493,0.006607381161302328,0.019887180998921394,0.10284673422574997,0.0018190600676462054,0.0012061416637152433]",0.03774816170334816,"[[[-0.47138512134552,0.050723642110824585,-0.9325762391090393,0.12388908863067627,-0.8113078474998474,0.0058527737855911255,0.9917382001876831],[-0.5002393126487732,0.04027444124221802,-0.9450539946556091,0.0957360714673996,-0.8455296754837036,0.01895703375339508,1.0001001358032227],[-0.5343902111053467,0.023651650175452232,-0.9577838182449341,0.09880642592906952,-0.8775901794433594,0.02104105055332184,0.992847204208374],[-0.5049758553504944,0.002315305173397064,-0.942162036895752,0.12278419733047485,-0.8562365174293518,0.01398376002907753,0.9994735717773438],[-0.43818116188049316,-0.016119051724672318,-0.9045661091804504,0.16793599724769592,-0.7873555421829224,-0.010321289300918579,0.9987901449203491]]]","[[[-0.4178575277328491,0.0031147003173828125,-0.9593023657798767,-0.17171990871429443,-0.544074296951294,-0.0973467230796814,0.9999990463256836],[-0.5000003576278687,0.02180635929107666,-0.9360466003417969,-0.20538973808288574,-0.525837242603302,-0.061948537826538086,0.9999990463256836],[-0.5178574323654175,0.02180635929107666,-0.9040698409080505,-0.2390596866607666,-0.46504712104797363,-0.040709614753723145,0.9999990463256836],[-0.5142860412597656,0.049843668937683105,-0.8546512722969055,-0.2659956216812134,-0.46504712104797363,-0.040709614753723145,0.9999990463256836],[-0.5428574085235596,0.06542003154754639,-0.8023256659507751,-0.2659956216812134,-0.44073110818862915,-0.040709614753723145,0.9999990463256836]]]","[0.025051848962903023,0.028549715876579285,0.04162450507283211,0.0453106127679348,0.04820413142442703]","[0.0028364777099341154,0.0023037304636090994,0.004358370788395405,0.12633226811885834,0.12339729070663452,0.004984761588275433,2.422764191578608e-05]",0.059625555436136575,"[0.05132960120647328,0.05682923434983376,0.06315429983900536,0.06499497548936836,0.06181966629600213]","[0.0007494469130843839,0.0003828197755793364,0.05361644198766484,0.049440613987006055,0.3104438340458259,0.002674890869794547,7.084047400098825e-05]"
N1000,2,libero_spatial,2,48,49,0.25,33,2026092101,0.13708047568798065,0.09212658554315567,"[0.10598741471767426,0.1033741682767868,0.09264352172613144,0.08171900361776352,0.07690886408090591]","[0.0768250972032547,0.36171722412109375,0.11813538521528244,0.0570947639644146,0.02445436827838421,0.005392893683165312,0.0012664071982726455]",0.08742433786392212,"[0.09316209703683853,0.0886099711060524,0.09014754742383957,0.08433400094509125,0.08086808770895004]","[0.14225392043590546,0.22674207389354706,0.15052545070648193,0.02784174494445324,0.0591382160782814,0.004682143684476614,0.0007868585526011884]",0.06264971196651459,"[[[0.8504764437675476,0.10368349403142929,-0.3060547411441803,-0.21977385878562927,-0.15460537374019623,-0.13645701110363007,-1.0158052444458008],[0.8577787280082703,0.10262293368577957,-0.3705176115036011,-0.2227446585893631,-0.21237896382808685,-0.15358394384384155,-1.000962257385254],[0.8427887558937073,0.08458243310451508,-0.4193916916847229,-0.2110140323638916,-0.2688974440097809,-0.16643929481506348,-0.9920265674591064],[0.8496518731117249,0.06153257191181183,-0.4660015404224396,-0.19416901469230652,-0.3205181658267975,-0.1894892156124115,-1.0030345916748047],[0.7941598296165466,0.047481440007686615,-0.5284124612808228,-0.18492715060710907,-0.36210519075393677,-0.19498176872730255,-0.9988336563110352]]]","[[[1.09285569190979,0.5794384479522705,0.00872039794921875,-0.4814831614494324,0.10030078887939453,-0.040709614753723145,-1.0],[1.1035699844360352,0.5202484130859375,-0.017442405223846436,-0.4814831614494324,0.01519465446472168,-0.040709614753723145,-1.0],[1.0785698890686035,0.4517124891281128,-0.026163339614868164,-0.40740931034088135,-0.06991147994995117,-0.040709614753723145,-1.0],[1.0285701751708984,0.33644795417785645,-0.1366283893585205,-0.4410792589187622,-0.06991147994995117,-0.040709614753723145,-1.0],[0.9249987602233887,0.2710273265838623,-0.22383761405944824,-0.5084190368652344,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.07529430836439133,0.0701376348733902,0.06272053718566895,0.05171283707022667,0.05338326841592789]","[0.04477687552571297,0.1322178989648819,0.11592530459165573,0.06792403012514114,0.060908641666173935,0.016730278730392456,6.497528374893591e-05]",0.030957061234344087,"[0.021887529881918697,0.02635458460122192,0.030392995817808268,0.03521269753058266,0.0409374983401889]","[0.025261799446909095,0.006555949645796824,0.13580410432643858,0.005274180746088153,0.0435331550978673,2.2451173915749578e-05,0.00024778820339292905]"
N1000,2,libero_spatial,2,48,49,0.25,33,2026092102,0.14157447218894958,0.10346370190382004,"[0.10914957523345947,0.10773313790559769,0.11499503254890442,0.0952487513422966,0.09019201248884201]","[0.14686083793640137,0.2892613410949707,0.17248685657978058,0.031700700521469116,0.0799812600016594,0.003520391881465912,0.00043448913493193686]",0.09467741847038269,"[0.0996125265955925,0.0996960923075676,0.10473977029323578,0.0861225575208664,0.08321615308523178]","[0.14878009259700775,0.25129565596580505,0.1652011275291443,0.028477201238274574,0.06431049108505249,0.0037158727645874023,0.0009614733862690628]",0.10299140214920044,"[[[0.9189907312393188,0.04077287018299103,-0.4623204469680786,-0.17653591930866241,-0.15601147711277008,-0.020713575184345245,-1.0138015747070312],[0.8639485836029053,0.01407109946012497,-0.5640657544136047,-0.1925908923149109,-0.2581014633178711,-0.00848434865474701,-1.0037481784820557],[0.805591344833374,-0.023953884840011597,-0.6159043312072754,-0.17245842516422272,-0.34079667925834656,-0.010305866599082947,-1.012856125831604],[0.7801075577735901,-0.059233978390693665,-0.6720138192176819,-0.14114642143249512,-0.3748365342617035,-0.022021284326910973,-1.0070627927780151],[0.7555751800537109,-0.0929347425699234,-0.705122172832489,-0.08676362037658691,-0.3768329620361328,-0.039830952882766724,-1.014191746711731]]]","[[[1.09285569190979,0.5794384479522705,0.00872039794921875,-0.4814831614494324,0.10030078887939453,-0.040709614753723145,-1.0],[1.1035699844360352,0.5202484130859375,-0.017442405223846436,-0.4814831614494324,0.01519465446472168,-0.040709614753723145,-1.0],[1.0785698890686035,0.4517124891281128,-0.026163339614868164,-0.40740931034088135,-0.06991147994995117,-0.040709614753723145,-1.0],[1.0285701751708984,0.33644795417785645,-0.1366283893585205,-0.4410792589187622,-0.06991147994995117,-0.040709614753723145,-1.0],[0.9249987602233887,0.2710273265838623,-0.22383761405944824,-0.5084190368652344,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.1002211794257164,0.11023328453302383,0.1111772358417511,0.09832479804754257,0.09500055015087128]","[0.05052055045962334,0.21233344078063965,0.27734866738319397,0.09988129884004593,0.08018912374973297,0.0005425445851869881,0.0001242201979039237]",0.029849081427277064,"[0.023749479439920205,0.029206216191024235,0.031127179663042952,0.03209705079399818,0.03306548104839972]","[0.022796361660198983,0.005656588811926003,0.127120537576559,0.014204909953205613,0.038886756912889245,0.00021309422710301743,6.532084905757074e-05]"
N1000,2,libero_spatial,2,48,49,0.75,100,2026092101,0.14524252712726593,0.22392016649246216,"[0.1674978882074356,0.20186755061149597,0.23947709798812866,0.25510814785957336,0.25565022230148315]","[0.12406887859106064,0.04065515100955963,0.5891788601875305,0.02490243874490261,0.7374737858772278,0.05072258040308952,0.0004394201678223908]",0.1345077008008957,"[0.09064708650112152,0.10634270310401917,0.13642290234565735,0.16272422671318054,0.17640167474746704]","[0.057860177010297775,0.05361293628811836,0.3819793164730072,0.0010676123201847076,0.4277462065219879,0.018518129363656044,0.0007695839158259332]",0.15697191655635834,"[[[0.6583694815635681,0.6062195897102356,0.06772284209728241,-0.0509105809032917,-0.27323684096336365,-0.3437136113643646,1.0023157596588135],[0.6706390380859375,0.6071560382843018,0.03272581100463867,-0.05746513605117798,-0.30415305495262146,-0.34043169021606445,1.0144684314727783],[0.6747919321060181,0.5942068099975586,0.001050420105457306,-0.04641599953174591,-0.33652353286743164,-0.3404729664325714,1.0124855041503906],[0.7063574194908142,0.5702719688415527,-0.03379495441913605,-0.03950217366218567,-0.36792582273483276,-0.35432904958724976,1.0101354122161865],[0.6905274391174316,0.5500300526618958,-0.09819188714027405,-0.036737069487571716,-0.4025688171386719,-0.3611142337322235,1.0052638053894043]]]","[[[1.0285701751708984,0.610590934753418,0.6220922470092773,-0.2659956216812134,0.39817237854003906,-0.040709614753723145,0.9999990463256836],[1.042855978012085,0.6292825937271118,0.5813945531845093,-0.2659956216812134,0.392093300819397,-0.040709614753723145,0.9999990463256836],[1.053570032119751,0.6542047262191772,0.5494178533554077,-0.2659956216812134,0.39817237854003906,-0.040709614753723145,0.9999990463256836],[1.0571415424346924,0.6884726285934448,0.48546433448791504,-0.2659956216812134,0.392093300819397,-0.040709614753723145,0.9999990463256836],[1.0392844676971436,0.7040488719940186,0.43604576587677,-0.2659956216812134,0.34346115589141846,-0.040709614753723145,0.9999990463256836]]]","[0.14760883152484894,0.15119417011737823,0.1608266830444336,0.16200563311576843,0.16322430968284607]","[0.1327495574951172,0.008360328152775764,0.2928219735622406,0.048364102840423584,0.5219034552574158,0.09450381249189377,0.00010022109927376732]",0.027064493961352704,"[0.030534202466523434,0.02898673408567008,0.026823563984206496,0.025325485453680668,0.02365248381668286]","[0.15383891115678203,0.0010830782674773332,0.012943483995236904,0.0003488697664888379,0.0051404094240526275,0.01608920336254229,7.501756888927957e-06]"
N1000,2,libero_spatial,2,48,49,0.75,100,2026092102,0.1025962382555008,0.16330304741859436,"[0.11355859041213989,0.1404556930065155,0.1680542677640915,0.19330766797065735,0.2011391520500183]","[0.06836574524641037,0.07306604832410812,0.46439820528030396,0.0010686818277463317,0.521784245967865,0.01433303952217102,0.00010543831012910232]",0.13758470118045807,"[0.09112784266471863,0.11476723849773407,0.13924382627010345,0.16397030651569366,0.1788143366575241]","[0.0579240582883358,0.06017850711941719,0.3997787833213806,0.0009875100804492831,0.42794036865234375,0.01541620772331953,0.0008674826822243631]",0.17187365889549255,"[[[0.8343378901481628,0.5435894727706909,-0.06465935707092285,-0.06359793245792389,-0.2103259265422821,-0.04233185201883316,1.0054463148117065],[0.8232486844062805,0.5352556705474854,-0.1373569816350937,-0.09093710035085678,-0.28418079018592834,-0.029348529875278473,1.0188288688659668],[0.8158273696899414,0.49206894636154175,-0.197842538356781,-0.07340346276760101,-0.3625292181968689,-0.030570074915885925,1.0034239292144775],[0.8325091004371643,0.43400338292121887,-0.27832168340682983,-0.04723714664578438,-0.40045639872550964,-0.04013260453939438,1.0101971626281738],[0.8467493057250977,0.3682126998901367,-0.35150134563446045,0.002838689833879471,-0.4007530212402344,-0.056744739413261414,1.0095202922821045]]]","[[[1.0285701751708984,0.610590934753418,0.6220922470092773,-0.2659956216812134,0.39817237854003906,-0.040709614753723145,0.9999990463256836],[1.042855978012085,0.6292825937271118,0.5813945531845093,-0.2659956216812134,0.392093300819397,-0.040709614753723145,0.9999990463256836],[1.053570032119751,0.6542047262191772,0.5494178533554077,-0.2659956216812134,0.39817237854003906,-0.040709614753723145,0.9999990463256836],[1.0571415424346924,0.6884726285934448,0.48546433448791504,-0.2659956216812134,0.392093300819397,-0.040709614753723145,0.9999990463256836],[1.0392844676971436,0.7040488719940186,0.43604576587677,-0.2659956216812134,0.34346115589141846,-0.040709614753723145,0.9999990463256836]]]","[0.13215865194797516,0.15173542499542236,0.17958298325538635,0.19638259708881378,0.1995086818933487]","[0.046000927686691284,0.04343176633119583,0.5500457882881165,0.045765843242406845,0.5176547169685364,9.839487029239535e-05,0.0001181240877485834]",0.03349952099735732,"[0.03513921143270167,0.035429028384142795,0.033824581600670645,0.03290901908606814,0.03019576448320335]","[0.20712276325134268,0.00036496071058369497,0.012288984698429201,0.0005426532412604907,0.005717502953000819,0.008447622154282885,1.2159972601466507e-05]"
N1000,4,libero_spatial,4,46,47,0.25,37,2026092101,0.1307058036327362,0.02330797165632248,"[0.01246157381683588,0.013742120005190372,0.0124224703758955,0.03190059959888458,0.046013109385967255]","[0.06294843554496765,0.007740624248981476,0.03827471658587456,0.006353719625622034,0.0056193857453763485,0.04205689951777458,0.00016203796258196235]",0.018189221620559692,"[0.009240986779332161,0.012205226346850395,0.014121780171990395,0.02356463111937046,0.03181348741054535]","[0.04740133509039879,0.006875342223793268,0.02666000835597515,0.012270839884877205,0.002393099246546626,0.01868468150496483,0.013039246201515198]",0.016304798424243927,"[[[-0.7218696475028992,0.014947764575481415,-0.8867172598838806,-0.22341623902320862,-0.6832382082939148,0.11575950682163239,-1.0174951553344727],[-0.7028648853302002,0.037288397550582886,-0.8790270686149597,-0.23621921241283417,-0.6856669187545776,0.11664126813411713,-0.9978746175765991],[-0.6793680191040039,0.05113334208726883,-0.861386239528656,-0.23730707168579102,-0.6695054769515991,0.11788210272789001,-0.9954596757888794],[-0.6071759462356567,0.05069252476096153,-0.820722758769989,-0.23076669871807098,-0.647746741771698,0.09368175268173218,-1.0025359392166138],[-0.5912205576896667,0.060180410742759705,-0.8084858655929565,-0.2452678680419922,-0.6079544425010681,0.09714167565107346,-1.001755714416504]]]","[[[-0.7678573131561279,0.02180635929107666,-1.034883737564087,-0.2659956216812134,-0.598785400390625,0.13628125190734863,-1.0],[-0.7857143878936768,0.06853532791137695,-1.034883737564087,-0.2659956216812134,-0.5562323331832886,0.11504232883453369,-1.0],[-0.8142858743667603,0.0872267484664917,-1.034883737564087,-0.2659956216812134,-0.525837242603302,0.11504232883453369,-1.0],[-0.9142857789993286,0.133955717086792,-1.034883737564087,-0.2659956216812134,-0.4832841753959656,0.10442280769348145,-1.0],[-0.9964285492897034,0.10591840744018555,-1.034883737564087,-0.2659956216812134,-0.4589681029319763,0.07964420318603516,-1.0]]]","[0.004826816730201244,0.007111248094588518,0.010157031007111073,0.025074992328882217,0.03435390070080757]","[0.05713833495974541,0.0022701737470924854,0.03469338268041611,0.0010386776411905885,0.018754202872514725,0.00017065895372070372,6.814515654696152e-05]",0.024097884822896015,"[0.026012107643745563,0.024706047485127884,0.02434034328327785,0.022724163944328413,0.022706761758000366]","[0.049535619035946256,0.0008714610470166667,0.035953339045334334,0.02162591397501884,0.01748349111073484,0.04320023441563946,1.5135130581711564e-05]"
N1000,4,libero_spatial,4,46,47,0.25,37,2026092102,0.09109951555728912,0.02413645200431347,"[0.014042522758245468,0.018311304971575737,0.01920522190630436,0.028446868062019348,0.04067634418606758]","[0.06239817291498184,0.009306605905294418,0.03909214958548546,0.015283780172467232,0.003517158329486847,0.027127882465720177,0.012229411862790585]",0.02103290520608425,"[0.01210410799831152,0.016186704859137535,0.01769760623574257,0.02426614984869957,0.034909963607788086]","[0.05950168892741203,0.0070459418930113316,0.032296571880578995,0.013523774221539497,0.004111125599592924,0.018763259053230286,0.011987979523837566]",0.04524415731430054,"[[[-0.5006738901138306,-0.0544271320104599,-0.9831035137176514,-0.14101938903331757,-0.5710378885269165,0.4673083424568176,-1.0112205743789673],[-0.5328772664070129,-0.050391219556331635,-1.0265979766845703,-0.17452450096607208,-0.6147438287734985,0.4835137128829956,-0.9969066381454468],[-0.5590776801109314,-0.05573318526148796,-1.0595537424087524,-0.16877689957618713,-0.6434874534606934,0.4954228699207306,-1.0109422206878662],[-0.5278289914131165,-0.058353960514068604,-1.063071846961975,-0.14555612206459045,-0.6390767097473145,0.5001163482666016,-1.0040324926376343],[-0.47659072279930115,-0.065902478992939,-1.0519136190414429,-0.08963139355182648,-0.596143364906311,0.4859318137168884,-1.007370948791504]]]","[[[-0.7678573131561279,0.02180635929107666,-1.034883737564087,-0.2659956216812134,-0.598785400390625,0.13628125190734863,-1.0],[-0.7857143878936768,0.06853532791137695,-1.034883737564087,-0.2659956216812134,-0.5562323331832886,0.11504232883453369,-1.0],[-0.8142858743667603,0.0872267484664917,-1.034883737564087,-0.2659956216812134,-0.525837242603302,0.11504232883453369,-1.0],[-0.9142857789993286,0.133955717086792,-1.034883737564087,-0.2659956216812134,-0.4832841753959656,0.10442280769348145,-1.0],[-0.9964285492897034,0.10591840744018555,-1.034883737564087,-0.2659956216812134,-0.4589681029319763,0.07964420318603516,-1.0]]]","[0.029424792155623436,0.03224429860711098,0.036325644701719284,0.05464187264442444,0.0735841691493988]","[0.12400501221418381,0.021379608660936356,0.0008886082214303315,0.015809504315257072,0.012224691919982433,0.14233648777008057,6.515885615954176e-05]",0.051125244614990344,"[0.04574863416527998,0.049387512339807364,0.05274998027925403,0.05467440296423041,0.05306569332637995]","[0.023854564951658296,0.0007129225068576862,0.10077744629354939,0.0022418684480320942,0.012669058695196966,0.2176008308885009,2.0020521137098513e-05]"
N1000,4,libero_spatial,4,46,47,0.75,112,2026092101,0.0492708645761013,0.05944151058793068,"[0.05809331685304642,0.058431077748537064,0.06438183784484863,0.05783245712518692,0.058468881994485855]","[0.1008855327963829,0.0038166933227330446,0.16798920929431915,0.019734008237719536,0.10166843235492706,0.021158594638109207,0.0008380982908420265]",0.02778778411448002,"[0.027373746037483215,0.024671493098139763,0.028422735631465912,0.024722406640648842,0.03374853730201721]","[0.07954017072916031,0.0030334664043039083,0.07972095906734467,0.0010428412351757288,0.023858314380049706,0.006259729154407978,0.001059013302437961]",0.0444682277739048,"[[[-0.3311319947242737,0.09570104628801346,-0.7624006271362305,0.007414063438773155,-0.3154376745223999,-0.45233818888664246,0.9939887523651123],[-0.31305333971977234,0.09466996788978577,-0.7139847278594971,-0.0038314945995807648,-0.30214938521385193,-0.45338529348373413,1.000462293624878],[-0.30661073327064514,0.08672695606946945,-0.6870829463005066,0.007241773419082165,-0.28658536076545715,-0.47289127111434937,1.006878137588501],[-0.2702319622039795,0.0660475343465805,-0.6451091766357422,0.023807749152183533,-0.2676468789577484,-0.5150835514068604,0.999393880367279],[-0.28041303157806396,0.059147585183382034,-0.6157967448234558,0.026999719440937042,-0.23690630495548248,-0.5376246571540833,1.0033495426177979]]]","[[[-0.1285719871520996,0.05295896530151367,-0.42732590436935425,-0.25252771377563477,-0.06991147994995117,-0.19292175769805908,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.41569799184799194,-0.23232567310333252,-0.06383252143859863,-0.21770048141479492,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.40116310119628906,-0.2255917191505432,-0.02735847234725952,-0.18938195705413818,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.41279101371765137,-0.20538973808288574,-0.009121358394622803,-0.18938195705413818,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.3953491449356079,-0.19865578413009644,-0.009121358394622803,-0.19646155834197998,0.9999990463256836]]]","[0.05004548281431198,0.04183850437402725,0.04564250260591507,0.043063629418611526,0.041751015931367874]","[0.029976993799209595,0.0029404645320028067,0.07711382210254669,0.05548853427171707,0.060599613934755325,0.08513911068439484,1.9050436094403267e-05]",0.016335043214088883,"[0.015546981683660088,0.01462595998048727,0.015751241119291656,0.01725980966524119,0.018491223621764214]","[0.01620541067596406,0.0010197758482110852,0.009044192556903852,0.00893884204990748,0.0005759746669758758,0.07851628085726144,4.482584339839946e-05]"
N1000,4,libero_spatial,4,46,47,0.75,112,2026092102,0.1371711790561676,0.031856998801231384,"[0.029029490426182747,0.027793699875473976,0.0337720662355423,0.03320784494280815,0.03548189997673035]","[0.09210851043462753,0.005238635931164026,0.0879731997847557,0.0011807911796495318,0.027842381969094276,0.00784994475543499,0.0008055432117544115]",0.02710776776075363,"[0.024560565128922462,0.02398933656513691,0.028290247544646263,0.028359517455101013,0.030339185148477554]","[0.07338158041238785,0.003990721423178911,0.07894759625196457,0.0009982793126255274,0.02333827130496502,0.00655423803254962,0.002543702255934477]",0.059987083077430725,"[[[-0.34888923168182373,0.04649929702281952,-0.9157153964042664,0.02517266571521759,-0.2174454629421234,-0.1298983246088028,1.0022172927856445],[-0.3834902346134186,0.030375562608242035,-0.912471354007721,-0.014378190040588379,-0.24202284216880798,-0.10076794773340225,1.0033643245697021],[-0.4216668903827667,0.009764241054654121,-0.9195520281791687,-0.014228577725589275,-0.26452451944351196,-0.09402918815612793,0.9969303607940674],[-0.40559083223342896,-0.012539489194750786,-0.9023863077163696,0.017469700425863266,-0.25462719798088074,-0.1119050532579422,1.0004769563674927],[-0.3482621908187866,-0.03220493346452713,-0.8744308948516846,0.07871653139591217,-0.22350841760635376,-0.14355172216892242,1.0064268112182617]]]","[[[-0.1285719871520996,0.05295896530151367,-0.42732590436935425,-0.25252771377563477,-0.06991147994995117,-0.19292175769805908,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.41569799184799194,-0.23232567310333252,-0.06383252143859863,-0.21770048141479492,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.40116310119628906,-0.2255917191505432,-0.02735847234725952,-0.18938195705413818,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.41279101371765137,-0.20538973808288574,-0.009121358394622803,-0.18938195705413818,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.3953491449356079,-0.19865578413009644,-0.009121358394622803,-0.19646155834197998,0.9999990463256836]]]","[0.055709484964609146,0.05782542750239372,0.06640005856752396,0.0619378536939621,0.05806262046098709]","[0.064886175096035,0.0008714055875316262,0.24465160071849823,0.05917893722653389,0.04320014640688896,0.007107888348400593,1.3441421288007405e-05]",0.004709303965235065,"[0.006907816063922886,0.005147567113763312,0.004183306655526406,0.003609746895897246,0.0036980830970654776]","[0.004941055915311488,8.760763768034842e-05,0.014557409898930729,0.005554735194223436,0.002408188584992965,0.00540066923735201,1.5461288154483554e-05]"
N1000,4,libero_spatial,4,48,49,0.25,34,2026092101,0.1739824265241623,0.025645272806286812,"[0.044958654791116714,0.024106796830892563,0.019196853041648865,0.024357689544558525,0.01560637354850769]","[0.06188308075070381,0.014269694685935974,0.0173796396702528,0.003543626284226775,0.07519462704658508,0.006008554250001907,0.0012376855593174696]",0.012532667256891727,"[0.014011483639478683,0.004985182546079159,0.006543333176523447,0.01976630464196205,0.017357029020786285]","[0.034660786390304565,0.0023092490155249834,0.013421882875263691,0.010977416299283504,0.016821790486574173,0.009402376599609852,0.00013515810132957995]",0.0303628109395504,"[[[-0.4707258641719818,0.014989487826824188,-0.873253583908081,-0.20391489565372467,-0.6765471696853638,0.13871678709983826,-1.0240100622177124],[-0.4795597493648529,0.03807955980300903,-0.8808894157409668,-0.21618367731571198,-0.684816300868988,0.13780665397644043,-0.9993566274642944],[-0.49149128794670105,0.05207023024559021,-0.8797948360443115,-0.2210448533296585,-0.6858141422271729,0.13796675205230713,-0.9972997307777405],[-0.46103158593177795,0.04875936731696129,-0.863196074962616,-0.2169167399406433,-0.6841830015182495,0.11790210008621216,-1.0035799741744995],[-0.48391857743263245,0.05237763002514839,-0.8592455387115479,-0.23095780611038208,-0.6638327836990356,0.11970162391662598,-1.0006816387176514]]]","[[[-0.16785770654678345,-0.08722788095474243,-0.7151164412498474,-0.2659956216812134,-0.2462027668952942,0.2814136743545532,-1.0],[-0.3750004172325134,-0.10280424356460571,-0.8633722066879272,-0.2659956216812134,-0.30091387033462524,0.288493275642395,-1.0],[-0.5750002861022949,-0.07788211107254028,-0.9593023657798767,-0.2659956216812134,-0.3981780409812927,0.30619239807128906,-1.0],[-0.7821429967880249,0.02180635929107666,-1.034883737564087,-0.2659956216812134,-0.5623112916946411,0.32743144035339355,-1.0],[-0.8035715818405151,0.02180635929107666,-1.034883737564087,-0.2659956216812134,-0.6109433770179749,0.33451104164123535,-1.0]]]","[0.04816772788763046,0.029093850404024124,0.02046358212828636,0.027784639969468117,0.026304272934794426]","[0.06298522651195526,0.00976906344294548,0.01839221827685833,0.002398440381512046,0.08659238368272781,0.03228287026286125,0.00011949385952902958]",0.026355238024853105,"[0.027716241706730482,0.027157349072907448,0.027057474252287834,0.02519159952071091,0.024653525571628858]","[0.032766020864927727,0.0017161592887038972,0.052493496430474094,0.003559023597863575,0.003134959027669737,0.0907665883483817,5.0418615951031144e-05]"
N1000,4,libero_spatial,4,48,49,0.25,34,2026092102,0.11466989666223526,0.013146894983947277,"[0.013050499372184277,0.005120042711496353,0.007661361712962389,0.01958824135363102,0.020314332097768784]","[0.0399862639605999,0.0015823073917999864,0.016993600875139236,0.012387814931571484,0.015730734914541245,0.005146384704858065,0.00020115694496780634]",0.012667622417211533,"[0.012332898564636707,0.004962531849741936,0.007190350443124771,0.01859292946755886,0.020259400829672813]","[0.03829484060406685,0.0016891142586246133,0.014624538831412792,0.010709359310567379,0.015067067928612232,0.00801009964197874,0.00027833093190565705]",0.031852465122938156,"[[[-0.23210182785987854,-0.06913219392299652,-0.9272112250328064,-0.13479691743850708,-0.5655586123466492,0.4725354015827179,-1.0100120306015015],[-0.2688184678554535,-0.061878666281700134,-0.9664139151573181,-0.1702728271484375,-0.6035619974136353,0.48312681913375854,-0.9974001049995422],[-0.3086472153663635,-0.06567978113889694,-0.9978134036064148,-0.16762696206569672,-0.634689211845398,0.49187755584716797,-1.0110164880752563],[-0.31387439370155334,-0.07099245488643646,-1.004212737083435,-0.1508246660232544,-0.6358824968338013,0.493713915348053,-1.0047976970672607],[-0.30990633368492126,-0.08185206353664398,-0.9998571276664734,-0.11407329887151718,-0.6110339164733887,0.47778069972991943,-1.0100822448730469]]]","[[[-0.16785770654678345,-0.08722788095474243,-0.7151164412498474,-0.2659956216812134,-0.2462027668952942,0.2814136743545532,-1.0],[-0.3750004172325134,-0.10280424356460571,-0.8633722066879272,-0.2659956216812134,-0.30091387033462524,0.288493275642395,-1.0],[-0.5750002861022949,-0.07788211107254028,-0.9593023657798767,-0.2659956216812134,-0.3981780409812927,0.30619239807128906,-1.0],[-0.7821429967880249,0.02180635929107666,-1.034883737564087,-0.2659956216812134,-0.5623112916946411,0.32743144035339355,-1.0],[-0.8035715818405151,0.02180635929107666,-1.034883737564087,-0.2659956216812134,-0.6109433770179749,0.33451104164123535,-1.0]]]","[0.029323996976017952,0.02317354641854763,0.024684319272637367,0.039311110973358154,0.04276936501264572]","[0.10986534506082535,0.004301588516682386,0.011850493960082531,0.014479418285191059,0.05098686367273331,0.03141295537352562,7.060655480017886e-05]",0.045538722477427435,"[0.04257329063808808,0.04425547684350395,0.045962307026928835,0.04782205677702691,0.04708048110158941]","[0.0019526681197499674,0.0001373081192428738,0.059623646555195364,0.0004467062963653512,0.0014791318428557076,0.25508003228081194,5.156412777083119e-05]"
