arm,asset,cohort,effect,global_task_id,kind,metric,noise_seed,query_fraction,query_position,total,value
,C1200,B,interaction,25,probe,full_mse,5172841219135816146,0.25,29,,4.832446575164795e-05
,C1200,B,cc_minus_cw,25,probe,first5_mse,5172841219135816146,0.25,29,,0.003936953842639923
,C1200,B,wc_minus_ww,25,probe,first5_mse,5172841219135816146,0.25,29,,0.003773059695959091
,C1200,B,interaction,25,probe,first5_mse,5172841219135816146,0.25,29,,0.0001638941466808319
,C1200,B,cc_minus_cw,25,probe,tau1_first5_mse,5172841219135816146,0.25,29,,-0.000685935840010643
,C1200,B,wc_minus_ww,25,probe,tau1_first5_mse,5172841219135816146,0.25,29,,-0.0005385112017393112
,C1200,B,interaction,25,probe,tau1_first5_mse,5172841219135816146,0.25,29,,-0.0001474246382713318
,C1200,B,cc_minus_cw,25,probe,inference_first5_mse,5172841219135816146,0.25,29,,0.0011031478643417358
,C1200,B,wc_minus_ww,25,probe,inference_first5_mse,5172841219135816146,0.25,29,,0.0011494755744934082
,C1200,B,interaction,25,probe,inference_first5_mse,5172841219135816146,0.25,29,,-4.632771015167236e-05
,C1200,B,cc_minus_cw,25,probe,full_mse,5635482954592866291,0.75,87,,0.0015267282724380493
,C1200,B,wc_minus_ww,25,probe,full_mse,5635482954592866291,0.75,87,,0.0013341307640075684
,C1200,B,interaction,25,probe,full_mse,5635482954592866291,0.75,87,,0.00019259750843048096
,C1200,B,cc_minus_cw,25,probe,first5_mse,5635482954592866291,0.75,87,,-0.0019841939210891724
,C1200,B,wc_minus_ww,25,probe,first5_mse,5635482954592866291,0.75,87,,-0.00407661497592926
,C1200,B,interaction,25,probe,first5_mse,5635482954592866291,0.75,87,,0.002092421054840088
,C1200,B,cc_minus_cw,25,probe,tau1_first5_mse,5635482954592866291,0.75,87,,-0.004319317638874054
,C1200,B,wc_minus_ww,25,probe,tau1_first5_mse,5635482954592866291,0.75,87,,-0.003674052655696869
,C1200,B,interaction,25,probe,tau1_first5_mse,5635482954592866291,0.75,87,,-0.0006452649831771851
,C1200,B,cc_minus_cw,25,probe,inference_first5_mse,5635482954592866291,0.75,87,,-0.01778087019920349
,C1200,B,wc_minus_ww,25,probe,inference_first5_mse,5635482954592866291,0.75,87,,-0.01831318438053131
,C1200,B,interaction,25,probe,inference_first5_mse,5635482954592866291,0.75,87,,0.0005323141813278198
,C1200,A,cc_minus_cw,34,probe,full_mse,7570421501061691922,0.25,68,,-0.0024134963750839233
,C1200,A,wc_minus_ww,34,probe,full_mse,7570421501061691922,0.25,68,,-0.0027027875185012817
,C1200,A,interaction,34,probe,full_mse,7570421501061691922,0.25,68,,0.0002892911434173584
,C1200,A,cc_minus_cw,34,probe,first5_mse,7570421501061691922,0.25,68,,-0.004648979753255844
,C1200,A,wc_minus_ww,34,probe,first5_mse,7570421501061691922,0.25,68,,-0.004311680793762207
,C1200,A,interaction,34,probe,first5_mse,7570421501061691922,0.25,68,,-0.0003372989594936371
,C1200,A,cc_minus_cw,34,probe,tau1_first5_mse,7570421501061691922,0.25,68,,-0.010019347071647644
,C1200,A,wc_minus_ww,34,probe,tau1_first5_mse,7570421501061691922,0.25,68,,-0.009754437953233719
,C1200,A,interaction,34,probe,tau1_first5_mse,7570421501061691922,0.25,68,,-0.00026490911841392517
,C1200,A,cc_minus_cw,34,probe,inference_first5_mse,7570421501061691922,0.25,68,,-0.0017937086522579193
,C1200,A,wc_minus_ww,34,probe,inference_first5_mse,7570421501061691922,0.25,68,,-0.0014150775969028473
,C1200,A,interaction,34,probe,inference_first5_mse,7570421501061691922,0.25,68,,-0.000378631055355072
,C1200,A,cc_minus_cw,34,probe,full_mse,5052251981188736845,0.75,206,,-0.00044592469930648804
,C1200,A,wc_minus_ww,34,probe,full_mse,5052251981188736845,0.75,206,,-0.0006644949316978455
,C1200,A,interaction,34,probe,full_mse,5052251981188736845,0.75,206,,0.00021857023239135742
,C1200,A,cc_minus_cw,34,probe,first5_mse,5052251981188736845,0.75,206,,-0.0007344689220190048
,C1200,A,wc_minus_ww,34,probe,first5_mse,5052251981188736845,0.75,206,,-0.0005874764174222946
,C1200,A,interaction,34,probe,first5_mse,5052251981188736845,0.75,206,,-0.0001469925045967102
,C1200,A,cc_minus_cw,34,probe,tau1_first5_mse,5052251981188736845,0.75,206,,-0.014676228165626526
,C1200,A,wc_minus_ww,34,probe,tau1_first5_mse,5052251981188736845,0.75,206,,-0.013453595340251923
,C1200,A,interaction,34,probe,tau1_first5_mse,5052251981188736845,0.75,206,,-0.0012226328253746033
,C1200,A,cc_minus_cw,34,probe,inference_first5_mse,5052251981188736845,0.75,206,,-0.00029082829132676125
,C1200,A,wc_minus_ww,34,probe,inference_first5_mse,5052251981188736845,0.75,206,,-0.00030730688013136387
,C1200,A,interaction,34,probe,inference_first5_mse,5052251981188736845,0.75,206,,1.6478588804602623e-05
,C1200,B,cc_minus_cw,34,probe,full_mse,1750272122191094264,0.25,66,,-0.001934729516506195
,C1200,B,wc_minus_ww,34,probe,full_mse,1750272122191094264,0.25,66,,-0.0018015168607234955
,C1200,B,interaction,34,probe,full_mse,1750272122191094264,0.25,66,,-0.00013321265578269958
,C1200,B,cc_minus_cw,34,probe,first5_mse,1750272122191094264,0.25,66,,-0.008486948907375336
,C1200,B,wc_minus_ww,34,probe,first5_mse,1750272122191094264,0.25,66,,-0.00889674574136734
,C1200,B,interaction,34,probe,first5_mse,1750272122191094264,0.25,66,,0.0004097968339920044
,C1200,B,cc_minus_cw,34,probe,tau1_first5_mse,1750272122191094264,0.25,66,,-0.008514322340488434
,C1200,B,wc_minus_ww,34,probe,tau1_first5_mse,1750272122191094264,0.25,66,,-0.007408134639263153
,C1200,B,interaction,34,probe,tau1_first5_mse,1750272122191094264,0.25,66,,-0.0011061877012252808
,C1200,B,cc_minus_cw,34,probe,inference_first5_mse,1750272122191094264,0.25,66,,0.0008424818515777588
,C1200,B,wc_minus_ww,34,probe,inference_first5_mse,1750272122191094264,0.25,66,,0.0006184540688991547
,C1200,B,interaction,34,probe,inference_first5_mse,1750272122191094264,0.25,66,,0.00022402778267860413
,C1200,B,cc_minus_cw,34,probe,full_mse,2317014375466178463,0.75,199,,0.0017678476870059967
,C1200,B,wc_minus_ww,34,probe,full_mse,2317014375466178463,0.75,199,,0.001969490200281143
,C1200,B,interaction,34,probe,full_mse,2317014375466178463,0.75,199,,-0.00020164251327514648
,C1200,B,cc_minus_cw,34,probe,first5_mse,2317014375466178463,0.75,199,,0.009456470608711243
,C1200,B,wc_minus_ww,34,probe,first5_mse,2317014375466178463,0.75,199,,0.010192155838012695
,C1200,B,interaction,34,probe,first5_mse,2317014375466178463,0.75,199,,-0.0007356852293014526
,C1200,B,cc_minus_cw,34,probe,tau1_first5_mse,2317014375466178463,0.75,199,,0.00961320847272873
,C1200,B,wc_minus_ww,34,probe,tau1_first5_mse,2317014375466178463,0.75,199,,0.009678959846496582
,C1200,B,interaction,34,probe,tau1_first5_mse,2317014375466178463,0.75,199,,-6.575137376785278e-05
,C1200,B,cc_minus_cw,34,probe,inference_first5_mse,2317014375466178463,0.75,199,,0.0006538629531860352
,C1200,B,wc_minus_ww,34,probe,inference_first5_mse,2317014375466178463,0.75,199,,0.0006402432918548584
,C1200,B,interaction,34,probe,inference_first5_mse,2317014375466178463,0.75,199,,1.3619661331176758e-05
,C1200,A,cc_minus_cw,37,probe,full_mse,8442714955617139331,0.25,62,,0.0031860172748565674
,C1200,A,wc_minus_ww,37,probe,full_mse,8442714955617139331,0.25,62,,0.0025873035192489624
,C1200,A,interaction,37,probe,full_mse,8442714955617139331,0.25,62,,0.000598713755607605
,C1200,A,cc_minus_cw,37,probe,first5_mse,8442714955617139331,0.25,62,,0.00014184415340423584
,C1200,A,wc_minus_ww,37,probe,first5_mse,8442714955617139331,0.25,62,,0.00040249526500701904
,C1200,A,interaction,37,probe,first5_mse,8442714955617139331,0.25,62,,-0.0002606511116027832
,C1200,A,cc_minus_cw,37,probe,tau1_first5_mse,8442714955617139331,0.25,62,,0.0007616281509399414
,C1200,A,wc_minus_ww,37,probe,tau1_first5_mse,8442714955617139331,0.25,62,,7.781386375427246e-05
,C1200,A,interaction,37,probe,tau1_first5_mse,8442714955617139331,0.25,62,,0.0006838142871856689
,C1200,A,cc_minus_cw,37,probe,inference_first5_mse,8442714955617139331,0.25,62,,-0.0006680190563201904
,C1200,A,wc_minus_ww,37,probe,inference_first5_mse,8442714955617139331,0.25,62,,-0.0003813058137893677
,C1200,A,interaction,37,probe,inference_first5_mse,8442714955617139331,0.25,62,,-0.00028671324253082275
,C1200,A,cc_minus_cw,37,probe,full_mse,4151392753901295008,0.75,186,,0.0004335939884185791
,C1200,A,wc_minus_ww,37,probe,full_mse,4151392753901295008,0.75,186,,0.0003196299076080322
,C1200,A,interaction,37,probe,full_mse,4151392753901295008,0.75,186,,0.00011396408081054688
,C1200,A,cc_minus_cw,37,probe,first5_mse,4151392753901295008,0.75,186,,0.0012406110763549805
,C1200,A,wc_minus_ww,37,probe,first5_mse,4151392753901295008,0.75,186,,0.0008133351802825928
,C1200,A,interaction,37,probe,first5_mse,4151392753901295008,0.75,186,,0.0004272758960723877
,C1200,A,cc_minus_cw,37,probe,tau1_first5_mse,4151392753901295008,0.75,186,,0.00042057037353515625
,C1200,A,wc_minus_ww,37,probe,tau1_first5_mse,4151392753901295008,0.75,186,,-5.136430263519287e-05
,C1200,A,interaction,37,probe,tau1_first5_mse,4151392753901295008,0.75,186,,0.0004719346761703491
,C1200,A,cc_minus_cw,37,probe,inference_first5_mse,4151392753901295008,0.75,186,,0.002091154456138611
,C1200,A,wc_minus_ww,37,probe,inference_first5_mse,4151392753901295008,0.75,186,,0.0019409805536270142
,C1200,A,interaction,37,probe,inference_first5_mse,4151392753901295008,0.75,186,,0.00015017390251159668
,C1200,B,cc_minus_cw,37,probe,full_mse,895811180839841733,0.25,72,,0.00021298974752426147
,C1200,B,wc_minus_ww,37,probe,full_mse,895811180839841733,0.25,72,,0.00044933706521987915
,C1200,B,interaction,37,probe,full_mse,895811180839841733,0.25,72,,-0.00023634731769561768
,C1200,B,cc_minus_cw,37,probe,first5_mse,895811180839841733,0.25,72,,0.00037197768688201904
,C1200,B,wc_minus_ww,37,probe,first5_mse,895811180839841733,0.25,72,,0.0004311874508857727
,C1200,B,interaction,37,probe,first5_mse,895811180839841733,0.25,72,,-5.920976400375366e-05
,C1200,B,cc_minus_cw,37,probe,tau1_first5_mse,895811180839841733,0.25,72,,-0.00022363848984241486
,C1200,B,wc_minus_ww,37,probe,tau1_first5_mse,895811180839841733,0.25,72,,-0.00012304633855819702
,C1200,B,interaction,37,probe,tau1_first5_mse,895811180839841733,0.25,72,,-0.00010059215128421783
,C1200,B,cc_minus_cw,37,probe,inference_first5_mse,895811180839841733,0.25,72,,-0.000388413667678833
,C1200,B,wc_minus_ww,37,probe,inference_first5_mse,895811180839841733,0.25,72,,-0.00011061877012252808
,C1200,B,interaction,37,probe,inference_first5_mse,895811180839841733,0.25,72,,-0.00027779489755630493
,C1200,B,cc_minus_cw,37,probe,full_mse,4825284986999109913,0.75,218,,-0.0007066726684570312
,C1200,B,wc_minus_ww,37,probe,full_mse,4825284986999109913,0.75,218,,-0.0006441324949264526
,C1200,B,interaction,37,probe,full_mse,4825284986999109913,0.75,218,,-6.254017353057861e-05
,C1200,B,cc_minus_cw,37,probe,first5_mse,4825284986999109913,0.75,218,,-0.0024337321519851685
,C1200,B,wc_minus_ww,37,probe,first5_mse,4825284986999109913,0.75,218,,-0.0016357004642486572
,C1200,B,interaction,37,probe,first5_mse,4825284986999109913,0.75,218,,-0.0007980316877365112
,C1200,B,cc_minus_cw,37,probe,tau1_first5_mse,4825284986999109913,0.75,218,,0.0004436615854501724
,C1200,B,wc_minus_ww,37,probe,tau1_first5_mse,4825284986999109913,0.75,218,,-2.277083694934845e-05
,C1200,B,interaction,37,probe,tau1_first5_mse,4825284986999109913,0.75,218,,0.0004664324223995209
,C1200,B,cc_minus_cw,37,probe,inference_first5_mse,4825284986999109913,0.75,218,,0.00011564046144485474
,C1200,B,wc_minus_ww,37,probe,inference_first5_mse,4825284986999109913,0.75,218,,1.2405216693878174e-06
,C1200,B,interaction,37,probe,inference_first5_mse,4825284986999109913,0.75,218,,0.00011439993977546692
,C600,A,cc_minus_cw,5,probe,full_mse,5898604950164596219,0.25,27,,0.0067360177636146545
,C600,A,wc_minus_ww,5,probe,full_mse,5898604950164596219,0.25,27,,0.006023384630680084
,C600,A,interaction,5,probe,full_mse,5898604950164596219,0.25,27,,0.0007126331329345703
,C600,A,cc_minus_cw,5,probe,first5_mse,5898604950164596219,0.25,27,,0.0020652562379837036
,C600,A,wc_minus_ww,5,probe,first5_mse,5898604950164596219,0.25,27,,0.000577092170715332
,C600,A,interaction,5,probe,first5_mse,5898604950164596219,0.25,27,,0.0014881640672683716
,C600,A,cc_minus_cw,5,probe,tau1_first5_mse,5898604950164596219,0.25,27,,-0.00718621164560318
,C600,A,wc_minus_ww,5,probe,tau1_first5_mse,5898604950164596219,0.25,27,,-0.006206497550010681
,C600,A,interaction,5,probe,tau1_first5_mse,5898604950164596219,0.25,27,,-0.0009797140955924988
,C600,A,cc_minus_cw,5,probe,inference_first5_mse,5898604950164596219,0.25,27,,0.10713671147823334
,C600,A,wc_minus_ww,5,probe,inference_first5_mse,5898604950164596219,0.25,27,,0.11392224580049515
,C600,A,interaction,5,probe,inference_first5_mse,5898604950164596219,0.25,27,,-0.00678553432226181
,C600,A,cc_minus_cw,5,probe,full_mse,1908307486257974580,0.75,81,,-0.008441582322120667
,C600,A,wc_minus_ww,5,probe,full_mse,1908307486257974580,0.75,81,,-0.008910045027732849
,C600,A,interaction,5,probe,full_mse,1908307486257974580,0.75,81,,0.0004684627056121826
,C600,A,cc_minus_cw,5,probe,first5_mse,1908307486257974580,0.75,81,,-0.008903861045837402
,C600,A,wc_minus_ww,5,probe,first5_mse,1908307486257974580,0.75,81,,-0.012052908539772034
,C600,A,interaction,5,probe,first5_mse,1908307486257974580,0.75,81,,0.0031490474939346313
,C600,A,cc_minus_cw,5,probe,tau1_first5_mse,1908307486257974580,0.75,81,,-0.01332046091556549
,C600,A,wc_minus_ww,5,probe,tau1_first5_mse,1908307486257974580,0.75,81,,-0.013013962656259537
,C600,A,interaction,5,probe,tau1_first5_mse,1908307486257974580,0.75,81,,-0.000306498259305954
,C600,A,cc_minus_cw,5,probe,inference_first5_mse,1908307486257974580,0.75,81,,-0.00833313912153244
,C600,A,wc_minus_ww,5,probe,inference_first5_mse,1908307486257974580,0.75,81,,-0.008212745189666748
,C600,A,interaction,5,probe,inference_first5_mse,1908307486257974580,0.75,81,,-0.00012039393186569214
,C600,B,cc_minus_cw,5,probe,full_mse,4644491651927860461,0.25,27,,0.008113369345664978
,C600,B,wc_minus_ww,5,probe,full_mse,4644491651927860461,0.25,27,,0.007524922490119934
,C600,B,interaction,5,probe,full_mse,4644491651927860461,0.25,27,,0.0005884468555450439
,C600,B,cc_minus_cw,5,probe,first5_mse,4644491651927860461,0.25,27,,0.014050006866455078
,C600,B,wc_minus_ww,5,probe,first5_mse,4644491651927860461,0.25,27,,0.01340445876121521
,C600,B,interaction,5,probe,first5_mse,4644491651927860461,0.25,27,,0.0006455481052398682
,C600,B,cc_minus_cw,5,probe,tau1_first5_mse,4644491651927860461,0.25,27,,0.007762283086776733
,C600,B,wc_minus_ww,5,probe,tau1_first5_mse,4644491651927860461,0.25,27,,0.007591679692268372
,C600,B,interaction,5,probe,tau1_first5_mse,4644491651927860461,0.25,27,,0.00017060339450836182
,C600,B,cc_minus_cw,5,probe,inference_first5_mse,4644491651927860461,0.25,27,,0.00839337706565857
,C600,B,wc_minus_ww,5,probe,inference_first5_mse,4644491651927860461,0.25,27,,0.008632898330688477
,C600,B,interaction,5,probe,inference_first5_mse,4644491651927860461,0.25,27,,-0.00023952126502990723
,C600,B,cc_minus_cw,5,probe,full_mse,4698308146476797737,0.75,80,,-0.0006646513938903809
,C600,B,wc_minus_ww,5,probe,full_mse,4698308146476797737,0.75,80,,-0.0006730556488037109
,C600,B,interaction,5,probe,full_mse,4698308146476797737,0.75,80,,8.404254913330078e-06
,C600,B,cc_minus_cw,5,probe,first5_mse,4698308146476797737,0.75,80,,-0.008405804634094238
,C600,B,wc_minus_ww,5,probe,first5_mse,4698308146476797737,0.75,80,,-0.010360375046730042
,C600,B,interaction,5,probe,first5_mse,4698308146476797737,0.75,80,,0.0019545704126358032
,C600,B,cc_minus_cw,5,probe,tau1_first5_mse,4698308146476797737,0.75,80,,-0.003011845052242279
,C600,B,wc_minus_ww,5,probe,tau1_first5_mse,4698308146476797737,0.75,80,,-0.003871418535709381
,C600,B,interaction,5,probe,tau1_first5_mse,4698308146476797737,0.75,80,,0.000859573483467102
,C600,B,cc_minus_cw,5,probe,inference_first5_mse,4698308146476797737,0.75,80,,-0.009164579212665558
,C600,B,wc_minus_ww,5,probe,inference_first5_mse,4698308146476797737,0.75,80,,-0.009726427495479584
,C600,B,interaction,5,probe,inference_first5_mse,4698308146476797737,0.75,80,,0.0005618482828140259
,C600,A,cc_minus_cw,7,probe,full_mse,3060169894559326343,0.25,30,,-0.004706889390945435
,C600,A,wc_minus_ww,7,probe,full_mse,3060169894559326343,0.25,30,,-0.005902476608753204
,C600,A,interaction,7,probe,full_mse,3060169894559326343,0.25,30,,0.0011955872178077698
,C600,A,cc_minus_cw,7,probe,first5_mse,3060169894559326343,0.25,30,,0.0038907527923583984
,C600,A,wc_minus_ww,7,probe,first5_mse,3060169894559326343,0.25,30,,0.004224210977554321
,C600,A,interaction,7,probe,first5_mse,3060169894559326343,0.25,30,,-0.00033345818519592285
,C600,A,cc_minus_cw,7,probe,tau1_first5_mse,3060169894559326343,0.25,30,,0.0013050511479377747
,C600,A,wc_minus_ww,7,probe,tau1_first5_mse,3060169894559326343,0.25,30,,9.914487600326538e-05
,C600,A,interaction,7,probe,tau1_first5_mse,3060169894559326343,0.25,30,,0.0012059062719345093
,C600,A,cc_minus_cw,7,probe,inference_first5_mse,3060169894559326343,0.25,30,,0.0003643631935119629
,C600,A,wc_minus_ww,7,probe,inference_first5_mse,3060169894559326343,0.25,30,,5.3241848945617676e-05
,C600,A,interaction,7,probe,inference_first5_mse,3060169894559326343,0.25,30,,0.0003111213445663452
,C600,A,cc_minus_cw,7,probe,full_mse,5106880675780522306,0.75,92,,0.01213037222623825
,C600,A,wc_minus_ww,7,probe,full_mse,5106880675780522306,0.75,92,,0.014108754694461823
,C600,A,interaction,7,probe,full_mse,5106880675780522306,0.75,92,,-0.0019783824682235718
,C600,A,cc_minus_cw,7,probe,first5_mse,5106880675780522306,0.75,92,,0.0030629150569438934
,C600,A,wc_minus_ww,7,probe,first5_mse,5106880675780522306,0.75,92,,0.0021753795444965363
,C600,A,interaction,7,probe,first5_mse,5106880675780522306,0.75,92,,0.0008875355124473572
,C600,A,cc_minus_cw,7,probe,tau1_first5_mse,5106880675780522306,0.75,92,,0.002976873889565468
,C600,A,wc_minus_ww,7,probe,tau1_first5_mse,5106880675780522306,0.75,92,,0.0019731465727090836
,C600,A,interaction,7,probe,tau1_first5_mse,5106880675780522306,0.75,92,,0.0010037273168563843
,C600,A,cc_minus_cw,7,probe,inference_first5_mse,5106880675780522306,0.75,92,,0.00488811731338501
,C600,A,wc_minus_ww,7,probe,inference_first5_mse,5106880675780522306,0.75,92,,0.0052301883697509766
,C600,A,interaction,7,probe,inference_first5_mse,5106880675780522306,0.75,92,,-0.0003420710563659668
,C600,B,cc_minus_cw,7,probe,full_mse,4594143207052349333,0.25,38,,-0.007424212992191315
,C600,B,wc_minus_ww,7,probe,full_mse,4594143207052349333,0.25,38,,-0.007769674062728882
,C600,B,interaction,7,probe,full_mse,4594143207052349333,0.25,38,,0.00034546107053756714
,C600,B,cc_minus_cw,7,probe,first5_mse,4594143207052349333,0.25,38,,-0.0034958869218826294
,C600,B,wc_minus_ww,7,probe,first5_mse,4594143207052349333,0.25,38,,-0.004213154315948486
,C600,B,interaction,7,probe,first5_mse,4594143207052349333,0.25,38,,0.0007172673940658569
,C600,B,cc_minus_cw,7,probe,tau1_first5_mse,4594143207052349333,0.25,38,,-0.001421656459569931
,C600,B,wc_minus_ww,7,probe,tau1_first5_mse,4594143207052349333,0.25,38,,-0.0019248276948928833
,C600,B,interaction,7,probe,tau1_first5_mse,4594143207052349333,0.25,38,,0.0005031712353229523
,C600,B,cc_minus_cw,7,probe,inference_first5_mse,4594143207052349333,0.25,38,,-0.0017961300909519196
,C600,B,wc_minus_ww,7,probe,inference_first5_mse,4594143207052349333,0.25,38,,-0.002211073413491249
,C600,B,interaction,7,probe,inference_first5_mse,4594143207052349333,0.25,38,,0.00041494332253932953
,C600,B,cc_minus_cw,7,probe,full_mse,4843176701914511588,0.75,114,,-0.004648435860872269
,C600,B,wc_minus_ww,7,probe,full_mse,4843176701914511588,0.75,114,,-0.006656758487224579
,C600,B,interaction,7,probe,full_mse,4843176701914511588,0.75,114,,0.00200832262635231
,C600,B,cc_minus_cw,7,probe,first5_mse,4843176701914511588,0.75,114,,0.006093134172260761
,C600,B,wc_minus_ww,7,probe,first5_mse,4843176701914511588,0.75,114,,0.005986238829791546
,C600,B,interaction,7,probe,first5_mse,4843176701914511588,0.75,114,,0.00010689534246921539
,C600,B,cc_minus_cw,7,probe,tau1_first5_mse,4843176701914511588,0.75,114,,0.0013308273628354073
,C600,B,wc_minus_ww,7,probe,tau1_first5_mse,4843176701914511588,0.75,114,,0.0010553495958447456
,C600,B,interaction,7,probe,tau1_first5_mse,4843176701914511588,0.75,114,,0.0002754777669906616
,C600,B,cc_minus_cw,7,probe,inference_first5_mse,4843176701914511588,0.75,114,,0.006342601031064987
,C600,B,wc_minus_ww,7,probe,inference_first5_mse,4843176701914511588,0.75,114,,0.006521336734294891
,C600,B,interaction,7,probe,inference_first5_mse,4843176701914511588,0.75,114,,-0.00017873570322990417
,C600,A,cc_minus_cw,12,probe,full_mse,5545119331277237353,0.25,32,,0.003107890486717224
,C600,A,wc_minus_ww,12,probe,full_mse,5545119331277237353,0.25,32,,0.0029941685497760773
,C600,A,interaction,12,probe,full_mse,5545119331277237353,0.25,32,,0.00011372193694114685
,C600,A,cc_minus_cw,12,probe,first5_mse,5545119331277237353,0.25,32,,0.0015700645744800568
,C600,A,wc_minus_ww,12,probe,first5_mse,5545119331277237353,0.25,32,,0.001333620399236679
,C600,A,interaction,12,probe,first5_mse,5545119331277237353,0.25,32,,0.00023644417524337769
,C600,A,cc_minus_cw,12,probe,tau1_first5_mse,5545119331277237353,0.25,32,,0.022160423919558525
,C600,A,wc_minus_ww,12,probe,tau1_first5_mse,5545119331277237353,0.25,32,,0.021428588777780533
,C600,A,interaction,12,probe,tau1_first5_mse,5545119331277237353,0.25,32,,0.0007318351417779922
,C600,A,cc_minus_cw,12,probe,inference_first5_mse,5545119331277237353,0.25,32,,0.0018681809306144714
,C600,A,wc_minus_ww,12,probe,inference_first5_mse,5545119331277237353,0.25,32,,0.0018383786082267761
,C600,A,interaction,12,probe,inference_first5_mse,5545119331277237353,0.25,32,,2.9802322387695312e-05
,C600,A,cc_minus_cw,12,probe,full_mse,6063945589377718727,0.75,95,,-0.004571661353111267
,C600,A,wc_minus_ww,12,probe,full_mse,6063945589377718727,0.75,95,,-0.00431843101978302
,C600,A,interaction,12,probe,full_mse,6063945589377718727,0.75,95,,-0.00025323033332824707
,C600,A,cc_minus_cw,12,probe,first5_mse,6063945589377718727,0.75,95,,0.0015714378096163273
,C600,A,wc_minus_ww,12,probe,first5_mse,6063945589377718727,0.75,95,,0.0015379427932202816
,C600,A,interaction,12,probe,first5_mse,6063945589377718727,0.75,95,,3.3495016396045685e-05
,C600,A,cc_minus_cw,12,probe,tau1_first5_mse,6063945589377718727,0.75,95,,0.0007023527286946774
,C600,A,wc_minus_ww,12,probe,tau1_first5_mse,6063945589377718727,0.75,95,,0.0006912234239280224
,C600,A,interaction,12,probe,tau1_first5_mse,6063945589377718727,0.75,95,,1.1129304766654968e-05
,C600,A,cc_minus_cw,12,probe,inference_first5_mse,6063945589377718727,0.75,95,,0.0001838929019868374
,C600,A,wc_minus_ww,12,probe,inference_first5_mse,6063945589377718727,0.75,95,,0.00020285136997699738
,C600,A,interaction,12,probe,inference_first5_mse,6063945589377718727,0.75,95,,-1.895846799015999e-05
,C600,B,cc_minus_cw,12,probe,full_mse,1288635900652328787,0.25,33,,0.0010249018669128418
,C600,B,wc_minus_ww,12,probe,full_mse,1288635900652328787,0.25,33,,0.0011043939739465714
,C600,B,interaction,12,probe,full_mse,1288635900652328787,0.25,33,,-7.949210703372955e-05
,C600,B,cc_minus_cw,12,probe,first5_mse,1288635900652328787,0.25,33,,0.006281701847910881
,C600,B,wc_minus_ww,12,probe,first5_mse,1288635900652328787,0.25,33,,0.005786171182990074
,C600,B,interaction,12,probe,first5_mse,1288635900652328787,0.25,33,,0.0004955306649208069
,C600,B,cc_minus_cw,12,probe,tau1_first5_mse,1288635900652328787,0.25,33,,0.007093515247106552
,C600,B,wc_minus_ww,12,probe,tau1_first5_mse,1288635900652328787,0.25,33,,0.007194535806775093
,C600,B,interaction,12,probe,tau1_first5_mse,1288635900652328787,0.25,33,,-0.00010102055966854095
,C600,B,cc_minus_cw,12,probe,inference_first5_mse,1288635900652328787,0.25,33,,0.07435259222984314
,C600,B,wc_minus_ww,12,probe,inference_first5_mse,1288635900652328787,0.25,33,,0.06763747334480286
,C600,B,interaction,12,probe,inference_first5_mse,1288635900652328787,0.25,33,,0.006715118885040283
,C600,B,cc_minus_cw,12,probe,full_mse,8916442828729476527,0.75,99,,-0.0017046928405761719
,C600,B,wc_minus_ww,12,probe,full_mse,8916442828729476527,0.75,99,,-0.0015078485012054443
,C600,B,interaction,12,probe,full_mse,8916442828729476527,0.75,99,,-0.00019684433937072754
,C600,B,cc_minus_cw,12,probe,first5_mse,8916442828729476527,0.75,99,,-0.003463149070739746
,C600,B,wc_minus_ww,12,probe,first5_mse,8916442828729476527,0.75,99,,-0.0031398534774780273
,C600,B,interaction,12,probe,first5_mse,8916442828729476527,0.75,99,,-0.00032329559326171875
,C600,B,cc_minus_cw,12,probe,tau1_first5_mse,8916442828729476527,0.75,99,,-0.000711396336555481
,C600,B,wc_minus_ww,12,probe,tau1_first5_mse,8916442828729476527,0.75,99,,-0.0011635422706604004
,C600,B,interaction,12,probe,tau1_first5_mse,8916442828729476527,0.75,99,,0.00045214593410491943
,C600,B,cc_minus_cw,12,probe,inference_first5_mse,8916442828729476527,0.75,99,,0.0004125349223613739
,C600,B,wc_minus_ww,12,probe,inference_first5_mse,8916442828729476527,0.75,99,,0.0005574226379394531
,C600,B,interaction,12,probe,inference_first5_mse,8916442828729476527,0.75,99,,-0.00014488771557807922
,C600,A,cc_minus_cw,14,probe,full_mse,6673264783416593914,0.25,40,,0.0026889145374298096
,C600,A,wc_minus_ww,14,probe,full_mse,6673264783416593914,0.25,40,,0.002576097846031189
,C600,A,interaction,14,probe,full_mse,6673264783416593914,0.25,40,,0.0001128166913986206
,C600,A,cc_minus_cw,14,probe,first5_mse,6673264783416593914,0.25,40,,-0.0025801071897149086
,C600,A,wc_minus_ww,14,probe,first5_mse,6673264783416593914,0.25,40,,-0.0028547141700983047
,C600,A,interaction,14,probe,first5_mse,6673264783416593914,0.25,40,,0.00027460698038339615
,C600,A,cc_minus_cw,14,probe,tau1_first5_mse,6673264783416593914,0.25,40,,-0.002412778325378895
,C600,A,wc_minus_ww,14,probe,tau1_first5_mse,6673264783416593914,0.25,40,,-0.0021378854289650917
,C600,A,interaction,14,probe,tau1_first5_mse,6673264783416593914,0.25,40,,-0.0002748928964138031
